record_id,subscriber_msisdn,recipient_number,event_timestamp,transaction_type,amount_paid,service_status,location_cell,session_duration_sec,network_layer,user_agent_device,notes_field
REC-101793,0000000000,+255 714 006 713,1701441866,TIGO_PESA_CASH_IN,"76,578.08",null,dar-es-salaam,0,5G NR,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101645,+255/714/010138,+255 714 021 646,11/06/2023 03:02 PM,VOICE_CALL,"60,847.7600",Suspended,DODOMA (Capital),45,unknown,"iPhone 13,2 (iOS 16.5)",None
REC-100114,0000000000,+255(0)714008220,1700982940,DATA_RECHARGE,"80,334.67",Pending_Kyc​,Arusha (CBD),30s,LTE-A,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100429,+255/714/033565,0714-000-959,1701109525,TIGO_PESA_CASH_OUT,  119690  ,Pending_Kyc​,Arusha,N/A,unknown,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-100940,255714005206,tel:+255-714-009864,17-11-2023 04:19:55,TIGO_PESA_CASH_OUT,"27,337.93",UNKNOWN,  Dar es Salaam  ,N/A,unknown,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100454,+255 714 033 565,tel:+255-714-023427,1700410718,BUNDLE_PURCHASE,"8,389.75",ACTIVE,"Stone Town, Zanzibar",N/A,2G GSM,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100973,0000000000,+255/714/019317,08-11-2023 08:47:06,VOICE_CALL,$ 26.91 USD,suspnded,Mwanza,45,LTE-A,Nokia 105 (Feature Phone),None
REC-100060,tel:+255-714-027537,tel:+255-714-027674,2023/11/04,VOICE_CALL,  81912  ,TERMINATED,Arusha,0,4G LTE,"iPhone 13,2 (iOS 16.5)",None
REC-102292,0714-026-441,+255(0)714013563,1699473405,VOICE_CALL,"-78,519.41",Term,Arusha,N/A,unknown,Tecno Spark 10 Pro,
REC-101662,N/A,  714025619  ,11/06/2023 05:49 PM,TIGO_PESA_CASH_IN,FREE,pending,Dodoma ,120,unknown,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-100567,255714033291,255714021098,2023-11-23 20:59:40,VOICE_CALL,"TZS 3,566.55/=",churn,DODOMA (Capital),360,LTE-A,Unknown,
REC-101882,255714023290,+255(0)714003288,"Nov 18, 2023 10:13",VOICE_CALL,"34,575.0200",Pending_Kyc​,DODOMA (Capital),-15,LTE-A,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-102139,+255 714 016 714,+255 714 010 549,11/26/2023 07:18 AM,VOICE_CALL,"TZS 76,069.64/=",ACTV,Dodoma,1800,5G NR,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-100088,+255 714 027 948,+255/714/006028,2023-11-21 21:36:17,DATA_RECHARGE,"TZS 88,533.51/=",TERMINATED,DAR ES SALAAM,45,LTE-A,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100336,0714-005-206,+255(0)714006439,"Nov 10, 2023 21:44",TIGO_PESA_CASH_OUT,"121,770.3100",Pending_Kyc​,"Stone Town, Zanzibar",120,2G GSM,"iPhone 13,2 (iOS 16.5)",
REC-101517,+255 714 030 962,  714032880  ,11/21/2023 09:09 AM,TIGO_PESA_CASH_OUT,"TZS 103,748.62/=",Term,DAR ES SALAAM,-15,3G WCDMA,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101536,0000000000,0714-020-002,11/08/2023 09:47 PM,VOICE_CALL,"33,309.21",pending,Zanzibar,0,LTE-A,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100778,0714030551,255714024934,2023-11-17 02:30:00,DATA_RECHARGE,"TZS 124,667.09/=",PENDING_KYC,Mwanza Rock City,360,4G,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-102463,  714029592  ,255714000959,2023-11-28T08:11:08+03:00,TIGO_PESA_CASH_IN,  43154  ,UNKNOWN,Mbeya,120,2G GSM,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-100834,+255 714 029 044,+255(0)714022742,1701471641,TIGO_PESA_CASH_OUT,FREE,actve,Morogoro,1800,LTE-A,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100508,0714-032-058,+255/714/004795,11/28/2023 07:47 AM,VOICE_CALL,"123,508.48",,mwanza,N/A,2G GSM,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100248,255714025756,+255(0)714024386,"Nov 21, 2023 13:57",BUNDLE_PURCHASE,$ 33.90 USD,Suspended,"Stone Town, Zanzibar",1800,5G NR,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101244,tel:+255-714-014796,+255 714 025 208,1701033151,DATA_RECHARGE,,Term,Dar es Salaam,-15,unknown,Samsung Galaxy A14; Android 13,None
REC-101478,+255 714 030 825,0714-029-181,2023-11-15 00:23:44,TIGO_PESA_CASH_OUT,NaN,Term,N/A,1800,LTE-A,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-100383,0714-010-275,255714028633,2023-11-29 01:42:20,TIGO_PESA_CASH_OUT,FREE,CHURNED,Tanga,120,5G NR,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100387,  714012604  ,+255/714/019454,1699344528,BUNDLE_PURCHASE,"TZS 40,239.44/=",  active  ,mwanza,0,4G,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-101189,N/A,255714012467,"Nov 23, 2023 23:31",TIGO_PESA_CASH_OUT,"TZS 121,141.40/=",Terminated,,30s,4G,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100826,  714019865  ,255714033839,2023-11-04 21:55:59,TIGO_PESA_CASH_OUT,"TZS 139,121.34/=",ACTV,ZNZ,360,2G GSM,Huawei P40 Lite,
REC-101895,+255 714 030 551,+255 714 024 112,11/16/2023 08:20 AM,TIGO_PESA_CASH_OUT,"74,584.29",actve,ZNZ,120,4G LTE,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100762,0714024797,0714-007-946,UNKNOWN_TIME,TIGO_PESA_CASH_OUT,"TZS 146,699.98/=",Suspended,DODOMA (Capital),-15,4G,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101093,255714013700,N/A,15-11-2023 13:33:27,DATA_RECHARGE,"73,236.9500",SUSPENDED,"Stone Town, Zanzibar",-15,5G NR,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101494,0000000000,+255 714 023 016,2023/11/04,SMS_PACK,"TZS 27,138.12/=",Terminated,ARUSHA,30s,3G WCDMA,Nokia 105 (Feature Phone),None
REC-100407,tel:+255-714-018221,+255/714/033565,"Nov 24, 2023 18:27",DATA_RECHARGE,"86,148.33",Terminated,Tanga,30s,3G WCDMA,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-101220,  714008083  ,  714008631  ,"Nov 10, 2023 23:08",DATA_RECHARGE,"TZS 41,844.09/=",ACTIVE,N/A,120,LTE-A,Samsung Galaxy A14; Android 13,None
REC-101090,255714026715,0000000000,2023-12-03 00:23:37,DATA_RECHARGE,"6,883.57",pending,Zanzibar,30s,unknown,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102151,N/A,0714-017-536,2023-11-28 17:51:26,TIGO_PESA_CASH_IN,"139,216.66",churn,Tanga,02:15,4G,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100768,+255 714 030 962,tel:+255-714-021920,2023-11-11T08:20:20+03:00,SMS_PACK,,UNKNOWN,Tanga,1800,unknown,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100015,0714009727,+255(0)714023427,1701495128,BUNDLE_PURCHASE,"71,164.3200",Suspended,  Dar es Salaam  ,0,LTE-A,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-101076,+255(0)714033154,+255/714/023427,UNKNOWN_TIME,VOICE_CALL,  26997  ,churn,Arusha,0,unknown,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-100988,255714024934,+255/714/025893,2023-11-26T03:39:50+03:00,SMS_PACK,"TZS 132,745.49/=",pending,Arusha﻿,N/A,5G NR,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-101583,+255 714 032 058,0714-000-411,"Nov 23, 2023 11:02",SMS_PACK,$ 24.32 USD,CHURNED,N/A,120,4G LTE,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100067,+255(0)714019317,+255 714 000 411,UNKNOWN_TIME,TIGO_PESA_CASH_OUT,  142086  ,ACTV,"Stone Town, Zanzibar",360,2G GSM,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-101929,0000000000,+255(0)714005617,1699470209,TIGO_PESA_CASH_IN,"TZS 14,256.34/=",null,Zanzibar,360,5G NR,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101776,+255/714/033839,tel:+255-714-031921,2023-11-06 23:03:22,TIGO_PESA_CASH_IN,$ 11.32 USD,SUSPENDED,ARUSHA,02:15,2G GSM,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-101135,0714-010-549,+255/714/006302,28-11-2023 11:01:04,DATA_RECHARGE,"107,217.2800",actve,  Dar es Salaam  ,45,4G,"iPhone 13,2 (iOS 16.5)",
REC-100573,+255 714 029 455,255714013700,"Nov 19, 2023 17:59",BUNDLE_PURCHASE,"108,752.1600",TERMINATED,Mwanza Rock City,45,4G,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-100716,tel:+255-714-009042,tel:+255-714-000274,"Nov 11, 2023 10:26",TIGO_PESA_CASH_OUT,"85,350.34",CHURNED,Arusha﻿,02:15,LTE-A,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101669,255714025756,255714026304,12-11-2023 20:41:43,VOICE_CALL,  145500  ,TERMINATED,mwanza,0,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101649,+255(0)714018084,  714018221  ,UNKNOWN_TIME,TIGO_PESA_CASH_IN,"-18,307.09",  active  ,DODOMA (Capital),45,unknown,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-100904,0714-003-288,+255/714/019591,16-11-2023 15:27:26,VOICE_CALL,  21629  ,Pending_Kyc​,ZNZ,120,4G LTE,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102076,255714018769,0714019728,05-11-2023 13:40:34,DATA_RECHARGE,$ 22.77 USD,suspnded,Dar es Salaam,-15,5G NR,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100056,0714020002,0714009864,2023-11-07 00:04:49,TIGO_PESA_CASH_IN,$ 56.48 USD,  active  ,DODOMA (Capital),N/A,4G LTE,Huawei P40 Lite,
REC-102090,N/A,0714-031-647,24-11-2023 22:41:23,DATA_RECHARGE,"TZS 135,738.24/=",SUSPENDED,Arusha (CBD),02:15,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-100682,0714-015-070,0714-005-891,2023-11-28 03:00:08,DATA_RECHARGE,"TZS 75,640.76/=",,Arusha (CBD),45,4G,Samsung Galaxy A14; Android 13,
REC-102407,+255(0)714011508,+255(0)714000822,11/13/2023 09:02 AM,TIGO_PESA_CASH_IN,"TZS 56,395.86/=",ACTV,Zanzibar,0,4G LTE,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-102120,N/A,N/A,21-11-2023 12:19:33,BUNDLE_PURCHASE,$ 22.69 USD,Suspended,DODOMA (Capital),30s,3G WCDMA,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-102411,+255 714 032 606,+255/714/004658,11/12/2023 11:15 AM,BUNDLE_PURCHASE,FREE,Pending_Kyc​,Mbeya,0,LTE-A,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100465,0000000000,  714032332  ,"Nov 20, 2023 05:00",TIGO_PESA_CASH_IN,"TZS 24,713.92/=",Active,DODOMA (Capital),02:15,5G NR,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101800,+255 714 023 701,tel:+255-714-025071,2023-11-18 04:56:52,DATA_RECHARGE,"TZS 12,289.68/=",ACTV,DODOMA (Capital),02:15,4G LTE,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101247,0714027811,0714-032-058,12/01/2023 01:53 PM,VOICE_CALL,"TZS 82,093.40/=",,Mbeya,N/A,5G NR,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100676,  714030140  ,255714017536,11/24/2023 04:41 PM,TIGO_PESA_CASH_OUT,"145,588.65",Pending_Kyc​,mwanza,0,3G WCDMA,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-102332,+255/714/019865,0714-011-234,2023-11-13 11:46:24,BUNDLE_PURCHASE,"62,463.91",Terminated,,1800,5G NR,Unknown,Flagged for KYC update; verified by agent
REC-102425,255714031921,N/A,12/03/2023 02:50 AM,SMS_PACK,"-91,055.24",UNKNOWN,ARUSHA,1800,5G NR,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-101532,+255 714 029 044,  714000959  ,UNKNOWN_TIME,SMS_PACK,"TZS 106,323.04/=",TERMINATED,DODOMA (Capital),-15,4G,Unknown,
REC-101704,255714008083,N/A,1701526760,VOICE_CALL,FREE,SUSPENDED,ARUSHA,-15,4G,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101392,0714019454,0714021509,2023-11-25 15:58:14,TIGO_PESA_CASH_IN,FREE,Terminated,Mwanza Rock City,02:15,unknown,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102394,255714033702,255714022468,02-12-2023 12:44:31,TIGO_PESA_CASH_IN,"TZS 95,578.62/=",,ZNZ,120,4G LTE,"iPhone 13,2 (iOS 16.5)",None
REC-102362,  714026167  ,+255(0)714008631,1701109761,BUNDLE_PURCHASE,FREE,ACTV,Zanzibar,0,LTE-A,Tecno Spark 10 Pro,
REC-101146,0000000000,+255(0)714017125,"Nov 07, 2023 13:32",TIGO_PESA_CASH_IN,NaN,Terminated,Tanga,1800,4G,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-100012,0714002877,+255 714 025 619,1699627477,DATA_RECHARGE,NaN,SUSPENDED,Mwanza,1800,unknown,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101326,0714-025-893,255714024660,2023-11-07 21:18:15,BUNDLE_PURCHASE,"33,156.5800",actve,Arusha,120,unknown,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101230,255714030003,  714011782  ,28-11-2023 10:47:03,DATA_RECHARGE,$ 25.96 USD,  active  ,  Dar es Salaam  ,45,4G,Transsion Infinix Hot 30,None
REC-101149,0714-025-345,0714-030-688,20-11-2023 21:17:21,DATA_RECHARGE,"133,147.3500",churn,"Stone Town, Zanzibar",360,2G GSM,Transsion Infinix Hot 30,Standard call; cell handover success
REC-101015,+255 714 006 987,0000000000,11/23/2023 10:20 AM,BUNDLE_PURCHASE,FREE,pending,Mwanza Rock City,45,LTE-A,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-102007,255714031784,+255 714 005 206,2023-11-23 23:48:02,TIGO_PESA_CASH_IN,  84298  ,TERMINATED,Zanzibar,30s,2G GSM,Transsion Infinix Hot 30,None
REC-100495,+255/714/028359,0714-032-880,2023-11-08T17:56:39+03:00,VOICE_CALL,"TZS 58,907.03/=",  active  ,  Dar es Salaam  ,45,5G NR,Samsung Galaxy A14; Android 13,
REC-100747,  714004795  ,+255 714 025 482,2023-11-23 03:36:13,VOICE_CALL,"TZS 16,950.31/=",Active,Arusha,120,unknown,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100460,0714024660,+255 714 013 563,2023-11-05T02:02:37+03:00,TIGO_PESA_CASH_IN,"139,119.77",Term,ZNZ,-15,4G LTE,Huawei P40 Lite,
REC-100049,255714015070,+255/714/033565,11-11-2023 22:28:11,TIGO_PESA_CASH_OUT,$ 10.73 USD,TERMINATED,Tanga,1800,unknown,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100519,+255 714 023 427,+255 714 012 193,1700263397,BUNDLE_PURCHASE,"TZS 52,501.56/=",UNKNOWN,Tanga,120,2G GSM,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-100266,0714-003-425,+255(0)714027537,11/24/2023 10:56 AM,TIGO_PESA_CASH_IN,$ 23.11 USD,Pending_Kyc​,DAR ES SALAAM,45,5G NR,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101308,+255/714/023153,  714031373  ,11/20/2023 02:53 PM,SMS_PACK,"TZS 68,767.00/=",actve,ARUSHA,360,2G GSM,"iPhone 13,2 (iOS 16.5)",None
REC-101469,+255 714 000 411,0714-004-384,2023-11-11 18:07:54,DATA_RECHARGE,"TZS 127,930.11/=",pending,"Stone Town, Zanzibar",30s,unknown,"iPhone 13,2 (iOS 16.5)",
REC-100244,+255(0)714014385,+255 714 030 825,22-11-2023 12:00:01,TIGO_PESA_CASH_OUT,FREE,UNKNOWN,Arusha﻿,1800,unknown,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101327,+255 714 006 987,+255/714/021235,2023-11-19 07:25:15,BUNDLE_PURCHASE,"14,344.31",ACTIVE,dar-es-salaam,1800,4G,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-100655,+255 714 016 166,+255 714 020 139,"Nov 26, 2023 15:51",TIGO_PESA_CASH_IN,  105197  ,Terminated,DODOMA (Capital),45,3G WCDMA,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101769,255714009316,+255(0)714007535,"Nov 13, 2023 10:27",SMS_PACK,,Pending_Kyc​,Dar es Salaam,0,4G,Samsung Galaxy A14; Android 13,
REC-100518,tel:+255-714-001096,+255(0)714027811,16-11-2023 19:00:11,VOICE_CALL,  10404  ,actve,  Dar es Salaam  ,120,2G GSM,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101858,0714-029-455,0000000000,2023-11-08T16:56:44+03:00,TIGO_PESA_CASH_IN,"14,294.7700",  active  ,Zanzibar,1800,2G GSM,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-100908,  714016988  ,+255(0)714004795,11/18/2023 09:57 PM,VOICE_CALL,"65,604.17",TERMINATED,ZNZ,30s,2G GSM,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101749,0714013015,+255(0)714028633,2023-11-07 09:54:23,DATA_RECHARGE,NaN,SUSPENDED,Morogoro,0,4G LTE,Unknown,Standard call; cell handover success
REC-100564,+255(0)714031236,+255(0)714023153,UNKNOWN_TIME,BUNDLE_PURCHASE,NaN,suspnded,"Stone Town, Zanzibar",0,5G NR,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100489,N/A,+255 714 014 248,11/08/2023 09:55 PM,VOICE_CALL,"72,227.55",pending,Morogoro,-15,3G WCDMA,Transsion Infinix Hot 30,None
REC-101512,0714005754,0714014933,2023-12-03 17:32:08,DATA_RECHARGE,  20212  ,ACTIVE,Zanzibar,30s,LTE-A,Huawei P40 Lite,Standard call; cell handover success
REC-101658,0714-010-275,+255 714 003 014,1699685060,BUNDLE_PURCHASE,"TZS 105,332.32/=",actve,,02:15,4G LTE,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-101287,  714004932  ,0714-001-644,11/05/2023 07:48 AM,TIGO_PESA_CASH_OUT,$ 26.55 USD,churn,ARUSHA,-15,LTE-A,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101725,0714-024-249,+255 714 025 893,UNKNOWN_TIME,BUNDLE_PURCHASE,"35,821.9200",Term,Mbeya,0,2G GSM,"iPhone 13,2 (iOS 16.5)",
REC-100725,0714-026-852,0714023016,11/22/2023 04:53 AM,TIGO_PESA_CASH_OUT,$ 53.55 USD,TERMINATED,  Dar es Salaam  ,N/A,LTE-A,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100715,+255 714 003 425,255714031373,1699857795,TIGO_PESA_CASH_IN,  121010  ,null,Mbeya,02:15,3G WCDMA,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100161,0714-021-509,+255 714 007 672,2023-12-03 21:57:33,TIGO_PESA_CASH_IN,$ 25.07 USD,Pending_Kyc​,Mbeya,120,unknown,"iPhone 13,2 (iOS 16.5)",
REC-102198,255714017262,+255(0)714022194,11/15/2023 10:23 AM,TIGO_PESA_CASH_IN,"72,227.7200",pending,dar-es-salaam,360,2G GSM,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100907,+255 714 004 384,0714026441,2023-11-14 02:10:19,TIGO_PESA_CASH_OUT,"TZS 130,527.50/=",PENDING_KYC,"Stone Town, Zanzibar",45,LTE-A,Unknown,Standard call; cell handover success
REC-101992,+255 714 018 084,+255(0)714014796,23-11-2023 05:13:21,TIGO_PESA_CASH_OUT,"53,759.0500",Suspended,ARUSHA,02:15,4G LTE,Transsion Infinix Hot 30,None
REC-100543,+255/714/021098,N/A,11/22/2023 03:39 AM,SMS_PACK,"TZS 98,785.88/=",ACTV,Arusha﻿,0,2G GSM,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-101297,tel:+255-714-006165,255714019043,2023-11-15 14:55:10,BUNDLE_PURCHASE,NaN,ACTIVE,"Stone Town, Zanzibar",1800,LTE-A,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101195,255714021509,+255 714 013 015,1701201668,DATA_RECHARGE,"32,053.73",UNKNOWN,Mwanza,1800,3G WCDMA,Huawei P40 Lite,Standard call; cell handover success
REC-101678,255714011919,0714-007-809,2023-11-27 10:46:50,DATA_RECHARGE,  83938  ,pending,ZNZ,-15,3G WCDMA,"iPhone 13,2 (iOS 16.5)",None
REC-100532,+255/714/000822,255714026715,2023-11-21 06:20:34,TIGO_PESA_CASH_IN,"TZS 62,083.48/=",suspnded,Arusha﻿,120,LTE-A,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101268,N/A,tel:+255-714-008905,2023-11-18T18:41:48+03:00,DATA_RECHARGE,"78,192.20",Active,Dodoma,-15,unknown,Unknown,"USSD session timeout, retry OK"
REC-100789,tel:+255-714-006713,+255/714/021509,1701523693,TIGO_PESA_CASH_OUT,  19766  ,SUSPENDED,DODOMA (Capital),30s,2G GSM,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102101,tel:+255-714-002466,255714000822,11/17/2023 11:29 AM,DATA_RECHARGE,$ 45.01 USD,SUSPENDED,DAR ES SALAAM,45,4G,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101519,+255 714 022 742,tel:+255-714-012467,2023-11-14 12:05:59,VOICE_CALL,$ 41.74 USD,ACTIVE,ARUSHA,30s,5G NR,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101344,+255 714 023 153,+255(0)714004795,1699474285,VOICE_CALL,"17,350.08",ACTV,ARUSHA,-15,4G LTE,Huawei P40 Lite,
REC-100911,+255(0)714024249,255714003288,2023-11-27 06:17:25,BUNDLE_PURCHASE,"23,889.73",null,Arusha﻿,30s,LTE-A,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-101062,0714-021-098,0714-018-495,19-11-2023 22:11:56,VOICE_CALL,"TZS 17,149.19/=",UNKNOWN,Mbeya,-15,2G GSM,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-100423,tel:+255-714-021372,+255(0)714023153,2023-11-05T03:45:06+03:00,TIGO_PESA_CASH_OUT,"112,525.55",Active,dar-es-salaam,360,5G NR,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101507,  714020002  ,tel:+255-714-029044,11/19/2023 05:51 PM,SMS_PACK,$ 16.76 USD,CHURNED,Mwanza Rock City,360,2G GSM,Samsung Galaxy A14; Android 13,None
REC-100541,0714-008-220,+255 714 014 111,2023-11-19 14:01:41,TIGO_PESA_CASH_OUT,,PENDING_KYC,N/A,-15,4G,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101636,255714018906,+255 714 028 496,08-11-2023 04:16:05,SMS_PACK,"TZS 58,782.21/=",actve,Dar es Salaam,360,5G NR,Unknown,
REC-101786,255714015618,+255 714 021 509,02-12-2023 06:30:00,TIGO_PESA_CASH_IN,"TZS 146,736.53/=",Terminated,Dar es Salaam,360,4G,Unknown,"USSD session timeout, retry OK"
REC-101656,+255 714 005 206,0714-032-195,11/18/2023 12:54 PM,VOICE_CALL,FREE,ACTV,DAR ES SALAAM,1800,5G NR,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-101454,tel:+255-714-010686,0000000000,2023-11-29 17:38:29,VOICE_CALL,$ 23.68 USD,SUSPENDED,Mwanza Rock City,30s,4G LTE,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101218,+255 714 010 138,0000000000,12/02/2023 02:01 PM,TIGO_PESA_CASH_IN,  40769  ,actve,Dodoma ,360,LTE-A,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100719,0714033702,0714033154,1701111822,TIGO_PESA_CASH_OUT,,null,  Dar es Salaam  ,02:15,4G LTE,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-102321,tel:+255-714-023153,255714021920,2023-11-15 17:05:46,BUNDLE_PURCHASE,"107,743.42",ACTV,"Stone Town, Zanzibar",0,LTE-A,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101568,tel:+255-714-017673,+255/714/011782,2023/11/04,DATA_RECHARGE,"TZS 59,948.58/=",PENDING_KYC,Mbeya,360,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-102243,+255/714/004795,+255 714 023 016,2023-11-17T13:42:00+03:00,TIGO_PESA_CASH_OUT,FREE,Term,N/A,-15,unknown,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101813,+255 714 021 509,tel:+255-714-017262,11/15/2023 09:42 PM,TIGO_PESA_CASH_OUT,"15,831.06",ACTV,mwanza,1800,3G WCDMA,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100869,tel:+255-714-001233,+255/714/006439,06-11-2023 13:06:14,BUNDLE_PURCHASE,"TZS 107,744.98/=",TERMINATED,Mwanza,-15,LTE-A,Unknown,None
REC-101348,+255(0)714029455,tel:+255-714-028770,11/21/2023 11:58 AM,SMS_PACK,"57,384.1000",ACTIVE,Arusha (CBD),30s,4G,Unknown,
REC-101010,0714009179,  714019043  ,"Nov 29, 2023 11:38",TIGO_PESA_CASH_IN,FREE,TERMINATED,Mwanza Rock City,N/A,unknown,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101720,0714007124,tel:+255-714-031510,1701557681,DATA_RECHARGE,"27,531.31",suspnded,  Dar es Salaam  ,N/A,5G NR,"iPhone 13,2 (iOS 16.5)",
REC-100811,0714-025-619,0714-016-851,11/08/2023 12:41 PM,TIGO_PESA_CASH_IN,FREE,Suspended,dar-es-salaam,0,3G WCDMA,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
