transaction_id,timestamp,sender_msisdn,recipient_identifier,channel,transaction_type,amount_tzs,fee_revenue_tzs,cell_id,status,failure_reason
TPESA-3002626,2026-09-06 23:05:00,+25565***287,+25574923798,USSD_*150*01#,CASH_OUT_WAKALA,384300.0,5764.5,TZ-KIL-002,SUCCESS,NONE
TPESA-3002627,2026-09-07 16:20:46,+25571***787,TILL-674224,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,117000.0,936.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3002628,2026-09-03 08:13:27,+25577***612,TILL-601509,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,106700.0,853.6,TZ-DAR-003,SUCCESS,NONE
TPESA-3002629,2026-09-03 17:24:22,+25571***831,+25571972831,TIGO_PESA_APP,AIRTIME_TOP_UP,8400.0,0.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3002630,2026-09-07 16:16:16,+25567***525,TILL-682154,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,8500.0,68.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3002631,2026-09-06 08:45:13,+25571***704,+25565951043,TIGO_PESA_APP,P2P_TRANSFER,132800.0,1992.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3002632,2026-09-05 09:38:20,+25571***341,+25571227341,USSD_*150*01#,AIRTIME_TOP_UP,2600.0,0.0,TZ-NJO-001,SUCCESS,NONE
TPESA-3002633,2026-09-04 06:27:44,+25577***975,TILL-683608,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,85900.0,687.2,TZ-DAR-001,SUCCESS,NONE
TPESA-3002634,2026-09-03 19:35:45,+25565***883,TILL-989645,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,145100.0,1160.8,TZ-DOM-002,SUCCESS,NONE
TPESA-3002635,2026-09-02 09:43:02,+25571***620,+25571424620,USSD_*150*01#,AIRTIME_TOP_UP,19700.0,0.0,TZ-NJO-001,SUCCESS,NONE
TPESA-3002636,2026-09-01 18:07:58,+25567***689,+25567147464,TIGO_PESA_APP,P2P_TRANSFER,193800.0,2907.0,TZ-MTW-001,SUCCESS,NONE
TPESA-3002637,2026-09-06 13:14:11,+25567***948,+25565808670,USSD_*150*01#,CASH_OUT_WAKALA,25200.0,378.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3002638,2026-09-02 12:41:10,+25577***641,+25576587215,USSD_*150*01#,CASH_OUT_WAKALA,263200.0,3948.0,TZ-DAR-008,SUCCESS,NONE
TPESA-3002639,2026-09-04 16:22:19,+25567***177,+25576820817,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,433900.0,6508.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3002640,2026-09-07 15:31:10,+25567***456,+25576514832,USSD_*150*01#,CASH_OUT_WAKALA,303600.0,4554.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3002641,2026-09-03 20:07:39,+25567***415,TILL-909527,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,26900.0,215.2,TZ-NJO-001,SUCCESS,NONE
TPESA-3002642,2026-09-05 22:44:05,+25565***295,+25577274938,USSD_*150*01#,P2P_TRANSFER,171400.0,2571.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3002643,2026-09-03 13:18:46,+25565***455,+25567927608,USSD_*150*01#,CASH_OUT_WAKALA,162200.0,2433.0,TZ-MWA-003,SUCCESS,NONE
TPESA-3002644,2026-09-02 10:39:43,+25577***208,+25571925388,USSD_*150*01#,P2P_TRANSFER,193900.0,2908.5,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3002645,2026-09-02 15:54:03,+25567***551,TILL-774850,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,129900.0,1039.2,TZ-DAR-011,SUCCESS,NONE
TPESA-3002646,2026-09-01 08:43:08,+25577***291,+25577417352,TIGO_PESA_APP,P2P_TRANSFER,162900.0,2443.5,TZ-DAR-015,SUCCESS,NONE
TPESA-3002647,2026-09-05 17:06:41,+25565***299,+25565957486,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,664700.0,9970.5,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3002648,2026-09-03 21:09:27,+25567***941,TILL-769420,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,63200.0,505.6,TZ-ARU-002,SUCCESS,NONE
TPESA-3002649,2026-09-03 14:01:57,+25567***860,+25571502854,TIGO_PESA_APP,P2P_TRANSFER,73500.0,0.0,TZ-ZNZ-001,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3002650,2026-09-03 19:03:18,+25567***037,+25567146037,USSD_*150*01#,AIRTIME_TOP_UP,8500.0,0.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3002651,2026-09-05 06:39:42,+25577***619,+25571820516,USSD_*150*01#,P2P_TRANSFER,101200.0,1518.0,TZ-SHI-001,SUCCESS,NONE
TPESA-3002652,2026-09-01 18:51:42,+25565***821,TILL-794335,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,11700.0,93.6,TZ-TND-001,SUCCESS,NONE
TPESA-3002653,2026-09-04 20:45:12,+25567***792,+25567955792,USSD_*150*01#,AIRTIME_TOP_UP,18400.0,0.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3002654,2026-09-06 18:21:52,+25567***781,TILL-557549,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,97800.0,782.4,TZ-MTW-001,SUCCESS,NONE
TPESA-3002655,2026-09-03 18:52:08,+25565***209,+25565863209,USSD_*150*01#,AIRTIME_TOP_UP,2500.0,0.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3002656,2026-09-07 21:44:06,+25565***302,+25575987519,USSD_*150*01#,CASH_OUT_WAKALA,189700.0,2845.5,TZ-KAH-001,SUCCESS,NONE
TPESA-3002657,2026-09-01 09:06:30,+25571***867,+25567255358,TIGO_PESA_APP,CASH_OUT_WAKALA,83200.0,1248.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3002658,2026-09-06 22:22:18,+25567***241,TILL-997758,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,118700.0,949.6,TZ-SON-001,SUCCESS,NONE
TPESA-3002659,2026-09-01 08:58:31,+25577***164,+25577350164,USSD_*150*01#,AIRTIME_TOP_UP,4900.0,0.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3002660,2026-09-02 11:03:04,+25577***459,+25565547463,TIGO_PESA_APP,P2P_TRANSFER,11800.0,350.0,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3002661,2026-09-05 16:52:52,+25571***686,+25567259387,USSD_*150*01#,P2P_TRANSFER,86400.0,1296.0,TZ-DAR-009,SUCCESS,NONE
TPESA-3002662,2026-09-04 15:10:00,+25567***420,+25567417420,USSD_*150*01#,AIRTIME_TOP_UP,4000.0,0.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3002663,2026-09-01 20:41:41,+25577***665,+25565704297,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,53200.0,798.0,TZ-DAR-001,SUCCESS,NONE
TPESA-3002664,2026-09-01 12:01:56,+25565***395,TILL-793024,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,60500.0,484.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3002665,2026-09-03 16:17:24,+25571***774,TILL-946663,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,84100.0,672.8,TZ-SNG-001,SUCCESS,NONE
TPESA-3002666,2026-09-05 09:46:29,+25567***643,+25571993965,USSD_*150*01#,P2P_TRANSFER,126300.0,1894.5,TZ-MAR-001,SUCCESS,NONE
TPESA-3002667,2026-09-05 06:16:56,+25577***912,TILL-859416,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,25800.0,0.0,TZ-SHI-001,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3002668,2026-09-02 20:21:39,+25565***848,+25565888030,TIGO_PESA_APP,CASH_OUT_WAKALA,91800.0,1377.0,TZ-KIL-002,SUCCESS,NONE
TPESA-3002669,2026-09-02 20:19:53,+25577***401,+25565535420,USSD_*150*01#,CASH_OUT_WAKALA,255600.0,3834.0,TZ-IRI-001,SUCCESS,NONE
TPESA-3002670,2026-09-07 21:31:02,+25565***895,+25577294592,TIGO_PESA_APP,P2P_TRANSFER,247500.0,3712.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3002671,2026-09-04 11:01:13,+25571***774,+25571536774,USSD_*150*01#,AIRTIME_TOP_UP,12400.0,0.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3002672,2026-09-02 16:01:01,+25567***185,+25565642789,TIGO_PESA_APP,CASH_OUT_WAKALA,222000.0,3330.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3002673,2026-09-06 18:59:09,+25567***852,+25571515819,USSD_*150*01#,P2P_TRANSFER,101000.0,1515.0,TZ-MTW-001,SUCCESS,NONE
TPESA-3002674,2026-09-03 18:02:32,+25567***883,+25571636405,USSD_*150*01#,CASH_OUT_WAKALA,246300.0,3694.5,TZ-IRI-001,SUCCESS,NONE
TPESA-3002675,2026-09-03 15:46:41,+25571***743,+25575425570,USSD_*150*01#,P2P_TRANSFER,146500.0,2197.5,TZ-MTW-001,SUCCESS,NONE
TPESA-3002676,2026-09-04 19:21:00,+25571***071,+25565744021,TIGO_PESA_APP,CASH_OUT_WAKALA,221600.0,3324.0,TZ-TAR-001,SUCCESS,NONE
TPESA-3002677,2026-09-01 13:39:09,+25565***382,TILL-660980,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,41700.0,333.6,TZ-DAR-010,SUCCESS,NONE
TPESA-3002678,2026-09-06 13:01:04,+25577***468,+25577631468,TIGO_PESA_APP,AIRTIME_TOP_UP,11500.0,0.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3002679,2026-09-01 09:08:32,+25567***167,TILL-823753,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,26800.0,214.4,TZ-BUK-001,SUCCESS,NONE
TPESA-3002680,2026-09-05 22:35:48,+25567***684,+25567572684,USSD_*150*01#,AIRTIME_TOP_UP,7200.0,0.0,TZ-DAR-013,SUCCESS,NONE
TPESA-3002681,2026-09-07 11:00:07,+25565***338,+25567975867,TIGO_PESA_APP,P2P_TRANSFER,71900.0,1078.5,TZ-DAR-006,SUCCESS,NONE
TPESA-3002682,2026-09-07 23:42:53,+25577***449,+25577626449,TIGO_PESA_APP,AIRTIME_TOP_UP,19200.0,0.0,TZ-DAR-001,FAILED,INSUFFICIENT_FUNDS
TPESA-3002683,2026-09-03 13:00:29,+25565***315,TILL-675413,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,3900.0,31.2,TZ-ARU-001,SUCCESS,NONE
TPESA-3002684,2026-09-02 23:32:32,+25567***887,TILL-671768,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,125000.0,1000.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3002685,2026-09-07 18:26:17,+25565***298,+25577439852,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,413700.0,6205.5,TZ-MWA-003,SUCCESS,NONE
TPESA-3002686,2026-09-02 18:14:26,+25565***196,+25565904879,TIGO_PESA_APP,CASH_OUT_WAKALA,255900.0,3838.5,TZ-KAH-001,SUCCESS,NONE
TPESA-3002687,2026-09-03 13:54:26,+25571***710,TILL-946430,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,37400.0,299.2,TZ-DAR-015,SUCCESS,NONE
TPESA-3002688,2026-09-04 20:38:06,+25577***896,+25571583928,USSD_*150*01#,P2P_TRANSFER,237400.0,3561.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3002689,2026-09-04 18:31:16,+25577***238,TILL-720816,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,25600.0,204.8,TZ-PWA-001,SUCCESS,NONE
TPESA-3002690,2026-09-03 15:18:39,+25571***968,+25567591955,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,942000.0,14130.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3002691,2026-09-06 13:46:15,+25577***556,TILL-758194,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,100600.0,804.8,TZ-DAR-011,SUCCESS,NONE
TPESA-3002692,2026-09-06 14:02:03,+25567***458,+25575875199,TIGO_PESA_APP,CASH_OUT_WAKALA,126600.0,1899.0,TZ-TAN-003,SUCCESS,NONE
TPESA-3002693,2026-09-06 19:08:36,+25571***000,+25576802248,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,431700.0,6475.5,TZ-MWA-001,SUCCESS,NONE
TPESA-3002694,2026-09-02 13:33:39,+25571***992,+25567779705,TIGO_PESA_APP,P2P_TRANSFER,244400.0,3666.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3002695,2026-09-05 17:57:09,+25567***306,+25571633839,USSD_*150*01#,P2P_TRANSFER,136200.0,2043.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3002696,2026-09-01 20:51:41,+25567***602,TILL-795093,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,50800.0,406.4,TZ-MOR-001,SUCCESS,NONE
TPESA-3002697,2026-09-03 11:55:35,+25565***500,+25577992029,USSD_*150*01#,P2P_TRANSFER,12400.0,350.0,TZ-KIL-002,SUCCESS,NONE
TPESA-3002698,2026-09-04 21:02:19,+25565***429,+25576891502,USSD_*150*01#,P2P_TRANSFER,140000.0,2100.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3002699,2026-09-03 10:28:20,+25577***246,TILL-501935,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,53800.0,430.4,TZ-DOM-001,SUCCESS,NONE
TPESA-3002700,2026-09-05 14:50:08,+25571***461,+25575500301,TIGO_PESA_APP,P2P_TRANSFER,191000.0,2865.0,TZ-DOM-001,SUCCESS,NONE
TPESA-3002701,2026-09-04 11:33:02,+25565***723,+25565461004,USSD_*150*01#,P2P_TRANSFER,206700.0,3100.5,TZ-DAR-012,SUCCESS,NONE
TPESA-3002702,2026-09-05 14:43:01,+25567***337,+25567327337,TIGO_PESA_APP,AIRTIME_TOP_UP,13500.0,0.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3002703,2026-09-07 14:43:47,+25577***118,TILL-975299,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,129000.0,1032.0,TZ-DAR-012,SUCCESS,NONE
TPESA-3002704,2026-09-07 06:59:35,+25567***634,+25571760100,TIGO_PESA_APP,P2P_TRANSFER,28600.0,429.0,TZ-TAR-001,SUCCESS,NONE
TPESA-3002705,2026-09-03 17:36:42,+25567***792,TILL-549146,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,10300.0,82.4,TZ-ARU-002,SUCCESS,NONE
TPESA-3002706,2026-09-04 23:52:33,+25567***962,+25565593092,TIGO_PESA_APP,CASH_OUT_WAKALA,262700.0,3940.5,TZ-MWA-001,SUCCESS,NONE
TPESA-3002707,2026-09-07 22:15:09,+25577***608,+25567859136,USSD_*150*01#,P2P_TRANSFER,195400.0,2931.0,TZ-DAR-004,SUCCESS,NONE
TPESA-3002708,2026-09-07 19:32:29,+25565***052,+25571361452,USSD_*150*01#,CASH_OUT_WAKALA,488500.0,7327.5,TZ-TAN-002,SUCCESS,NONE
TPESA-3002709,2026-09-04 20:57:43,+25571***955,+25575222186,USSD_*150*01#,CASH_OUT_WAKALA,22800.0,350.0,TZ-PEM-001,SUCCESS,NONE
TPESA-3002710,2026-09-01 23:25:43,+25565***895,+25577124492,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,826900.0,12403.5,TZ-MBY-001,SUCCESS,NONE
TPESA-3002711,2026-09-05 20:05:16,+25567***977,+25574323724,TIGO_PESA_APP,P2P_TRANSFER,184400.0,2766.0,TZ-DAR-008,SUCCESS,NONE
TPESA-3002712,2026-09-02 08:27:53,+25577***215,TILL-700050,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,137800.0,1102.4,TZ-MBY-001,SUCCESS,NONE
TPESA-3002713,2026-09-06 14:00:26,+25577***705,+25577369705,USSD_*150*01#,AIRTIME_TOP_UP,9400.0,0.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3002714,2026-09-06 10:22:19,+25567***217,+25567821828,TIGO_PESA_APP,P2P_TRANSFER,97900.0,1468.5,TZ-DAR-012,SUCCESS,NONE
TPESA-3002715,2026-09-02 16:37:18,+25565***245,+25565679317,TIGO_PESA_APP,P2P_TRANSFER,45700.0,685.5,TZ-MOR-001,SUCCESS,NONE
TPESA-3002716,2026-09-02 07:47:47,+25571***843,+25571533843,TIGO_PESA_APP,AIRTIME_TOP_UP,18300.0,0.0,TZ-MTW-001,SUCCESS,NONE
TPESA-3002717,2026-09-05 08:40:23,+25571***679,TILL-707033,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,91400.0,731.2,TZ-DAR-009,SUCCESS,NONE
TPESA-3002718,2026-09-02 17:17:19,+25577***455,TILL-852378,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,48500.0,388.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3002719,2026-09-07 21:14:00,+25571***955,+25567732501,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,144700.0,2170.5,TZ-PEM-001,SUCCESS,NONE
TPESA-3002720,2026-09-04 10:51:03,+25565***041,+25567109861,TIGO_PESA_APP,P2P_TRANSFER,128900.0,1933.5,TZ-DAR-003,SUCCESS,NONE
TPESA-3002721,2026-09-06 16:15:08,+25577***949,+25576656353,USSD_*150*01#,P2P_TRANSFER,11700.0,350.0,TZ-TND-001,SUCCESS,NONE
TPESA-3002722,2026-09-02 08:40:26,+25565***178,+25567575257,TIGO_PESA_APP,CASH_OUT_WAKALA,415800.0,6237.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3002723,2026-09-07 08:29:06,+25565***595,+25574505246,USSD_*150*01#,CASH_OUT_WAKALA,217500.0,3262.5,TZ-DAR-009,SUCCESS,NONE
TPESA-3002724,2026-09-01 12:42:23,+25567***022,+25571994392,TIGO_PESA_APP,P2P_TRANSFER,215000.0,3225.0,TZ-TND-001,SUCCESS,NONE
TPESA-3002725,2026-09-04 19:26:15,+25571***113,TILL-587333,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,141000.0,1128.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3002726,2026-09-05 06:11:27,+25567***363,TILL-962363,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,72900.0,583.2,TZ-PWA-001,SUCCESS,NONE
TPESA-3002727,2026-09-07 12:36:02,+25577***655,+25571524312,USSD_*150*01#,P2P_TRANSFER,160300.0,2404.5,TZ-KIL-001,SUCCESS,NONE
TPESA-3002728,2026-09-05 13:48:25,+25577***015,TILL-969884,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,36700.0,293.6,TZ-IRI-001,SUCCESS,NONE
TPESA-3002729,2026-09-03 09:49:15,+25565***164,+25576860270,TIGO_PESA_APP,CASH_OUT_WAKALA,347000.0,5205.0,TZ-PWA-002,SUCCESS,NONE
TPESA-3002730,2026-09-06 22:44:41,+25571***967,TILL-555657,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,115600.0,924.8,TZ-DAR-001,SUCCESS,NONE
TPESA-3002731,2026-09-05 15:31:52,+25571***566,+25567969393,TIGO_PESA_APP,CASH_OUT_WAKALA,133600.0,2004.0,TZ-ARU-003,SUCCESS,NONE
TPESA-3002732,2026-09-07 13:53:36,+25565***489,+25565874650,TIGO_PESA_APP,P2P_TRANSFER,100400.0,1506.0,TZ-DOM-002,SUCCESS,NONE
TPESA-3002733,2026-09-03 15:02:53,+25567***791,+25567413791,USSD_*150*01#,AIRTIME_TOP_UP,11600.0,0.0,TZ-DAR-011,SUCCESS,NONE
TPESA-3002734,2026-09-06 21:47:02,+25567***132,+25571933995,TIGO_PESA_APP,CASH_OUT_WAKALA,384200.0,5763.0,TZ-BUK-001,SUCCESS,NONE
TPESA-3002735,2026-09-01 15:00:09,+25565***796,+25565833878,TIGO_PESA_APP,P2P_TRANSFER,240900.0,3613.5,TZ-PWA-002,SUCCESS,NONE
TPESA-3002736,2026-09-02 19:26:36,+25577***120,+25567785406,TIGO_PESA_APP,P2P_TRANSFER,77200.0,1158.0,TZ-DAR-013,SUCCESS,NONE
TPESA-3002737,2026-09-07 20:16:45,+25577***211,+25567460780,TIGO_PESA_APP,P2P_TRANSFER,142300.0,2134.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3002738,2026-09-04 13:15:53,+25565***020,+25567765272,TIGO_PESA_APP,P2P_TRANSFER,91300.0,1369.5,TZ-DAR-010,SUCCESS,NONE
TPESA-3002739,2026-09-01 22:52:36,+25567***692,+25577181174,TIGO_PESA_APP,P2P_TRANSFER,18500.0,350.0,TZ-TAB-001,SUCCESS,NONE
TPESA-3002740,2026-09-04 21:23:21,+25577***173,TILL-946259,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,35400.0,283.2,TZ-DAR-006,SUCCESS,NONE
TPESA-3002741,2026-09-05 10:15:24,+25577***691,TILL-682507,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,63000.0,504.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3002742,2026-09-02 22:01:19,+25577***287,TILL-821266,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,51600.0,412.8,TZ-DAR-009,SUCCESS,NONE
TPESA-3002743,2026-09-07 07:24:50,+25571***895,TILL-739120,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,141500.0,1132.0,TZ-DOM-001,SUCCESS,NONE
TPESA-3002744,2026-09-01 08:56:10,+25567***456,+25577666929,TIGO_PESA_APP,P2P_TRANSFER,172300.0,2584.5,TZ-MBY-001,SUCCESS,NONE
TPESA-3002745,2026-09-05 14:47:44,+25565***775,+25576259439,TIGO_PESA_APP,P2P_TRANSFER,43600.0,654.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3002746,2026-09-04 10:20:39,+25571***495,+25567517845,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,196300.0,2944.5,TZ-DAR-013,SUCCESS,NONE
TPESA-3002747,2026-09-06 20:16:04,+25571***822,+25575216456,TIGO_PESA_APP,P2P_TRANSFER,187000.0,2805.0,TZ-BUK-001,SUCCESS,NONE
TPESA-3002748,2026-09-07 07:56:52,+25565***561,TILL-939239,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,64200.0,513.6,TZ-KIG-001,SUCCESS,NONE
TPESA-3002749,2026-09-01 17:59:29,+25577***652,+25574808169,TIGO_PESA_APP,P2P_TRANSFER,50900.0,763.5,TZ-ARU-001,SUCCESS,NONE
TPESA-3002750,2026-09-06 21:49:44,+25577***188,+25571239503,USSD_*150*01#,P2P_TRANSFER,240600.0,3609.0,TZ-DAR-013,SUCCESS,NONE
TPESA-3002751,2026-09-01 15:42:10,+25567***982,+25575852993,USSD_*150*01#,P2P_TRANSFER,101100.0,1516.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3002752,2026-09-03 13:02:07,+25571***753,+25567841732,USSD_*150*01#,P2P_TRANSFER,202500.0,3037.5,TZ-ZNZ-001,SUCCESS,NONE
TPESA-3002753,2026-09-03 10:51:25,+25565***199,TILL-901243,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,37900.0,303.2,TZ-TAN-002,SUCCESS,NONE
TPESA-3002754,2026-09-05 14:04:35,+25571***501,+25577465704,TIGO_PESA_APP,P2P_TRANSFER,214400.0,3216.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3002755,2026-09-05 08:23:06,+25567***120,+25571589918,TIGO_PESA_APP,P2P_TRANSFER,227800.0,3417.0,TZ-MTW-001,SUCCESS,NONE
TPESA-3002756,2026-09-07 09:46:42,+25577***824,+25577543824,TIGO_PESA_APP,AIRTIME_TOP_UP,7500.0,0.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3002757,2026-09-01 08:43:04,+25565***302,+25567858689,TIGO_PESA_APP,P2P_TRANSFER,10800.0,350.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3002758,2026-09-01 23:14:34,+25565***888,TILL-581145,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,132700.0,1061.6,TZ-DAR-011,SUCCESS,NONE
TPESA-3002759,2026-09-04 18:48:01,+25565***641,+25565338641,USSD_*150*01#,AIRTIME_TOP_UP,11900.0,0.0,TZ-DAR-008,SUCCESS,NONE
TPESA-3002760,2026-09-06 23:42:41,+25565***338,+25565210338,USSD_*150*01#,AIRTIME_TOP_UP,3800.0,0.0,TZ-DAR-006,SUCCESS,NONE
TPESA-3002761,2026-09-07 07:33:51,+25571***116,+25565664186,USSD_*150*01#,P2P_TRANSFER,103200.0,1548.0,TZ-DAR-015,SUCCESS,NONE
TPESA-3002762,2026-09-05 20:44:37,+25577***656,TILL-617285,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,3400.0,27.2,TZ-MOR-001,SUCCESS,NONE
TPESA-3002763,2026-09-07 13:59:48,+25577***830,+25574961419,TIGO_PESA_APP,P2P_TRANSFER,190400.0,2856.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3002764,2026-09-05 17:52:28,+25577***724,+25574812391,USSD_*150*01#,CASH_OUT_WAKALA,346500.0,5197.5,TZ-DAR-007,SUCCESS,NONE
TPESA-3002765,2026-09-03 14:44:46,+25567***645,TILL-979322,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,129700.0,1037.6,TZ-ZNZ-001,SUCCESS,NONE
TPESA-3002766,2026-09-07 18:37:57,+25577***646,+25575279299,TIGO_PESA_APP,CASH_OUT_WAKALA,35300.0,529.5,TZ-KIG-001,SUCCESS,NONE
TPESA-3002767,2026-09-02 14:39:26,+25565***964,+25565318964,USSD_*150*01#,AIRTIME_TOP_UP,11500.0,0.0,TZ-TAN-003,SUCCESS,NONE
TPESA-3002768,2026-09-06 16:55:31,+25567***280,+25567350280,TIGO_PESA_APP,AIRTIME_TOP_UP,19500.0,0.0,TZ-DAR-001,SUCCESS,NONE
TPESA-3002769,2026-09-01 22:43:47,+25571***336,TILL-876815,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,105400.0,843.2,TZ-NJO-001,SUCCESS,NONE
TPESA-3002770,2026-09-07 22:50:35,+25567***721,+25571359032,USSD_*150*01#,P2P_TRANSFER,141800.0,2127.0,TZ-NJO-001,SUCCESS,NONE
TPESA-3002771,2026-09-05 20:52:55,+25565***584,TILL-708860,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,51800.0,414.4,TZ-DAR-001,SUCCESS,NONE
TPESA-3002772,2026-09-01 16:19:58,+25565***559,+25565737068,TIGO_PESA_APP,P2P_TRANSFER,119000.0,1785.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3002773,2026-09-01 14:04:43,+25565***224,+25574823052,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,150600.0,2259.0,TZ-DAR-005,SUCCESS,NONE
TPESA-3002774,2026-09-02 07:22:05,+25567***315,TILL-822690,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,103900.0,831.2,TZ-MAR-001,SUCCESS,NONE
TPESA-3002775,2026-09-03 23:03:19,+25567***706,TILL-528509,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,104000.0,832.0,TZ-PWA-002,SUCCESS,NONE
TPESA-3002776,2026-09-06 12:35:54,+25565***864,+25565223236,TIGO_PESA_APP,P2P_TRANSFER,107000.0,1605.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3002777,2026-09-04 23:20:13,+25577***446,+25575274262,TIGO_PESA_APP,CASH_OUT_WAKALA,49100.0,736.5,TZ-KIL-002,SUCCESS,NONE
