session_id,timestamp,msisdn,imsi,cell_id,technology,apn_name,uplink_mb,downlink_mb,total_traffic_mb,duration_min,avg_throughput_mbps,rtt_latency_ms,packet_loss_pct,billable_amount_tzs
CDR-D-2003700,2026-09-05 23:56:35,+25565366366,640029149673063,TZ-BUK-001,3G,tigo.pesa.app,1.26,6.23,7.49,20,3.34,73.2,2.39,0.0
CDR-D-2003701,2026-09-01 18:12:36,+25571811267,640024686932034,TZ-DAR-012,5G,tigo.internet,129.86,602.21,732.07,80,154.82,22.5,0.05,1610.56
CDR-D-2003702,2026-09-01 22:43:44,+25571584887,640026146514161,TZ-KIL-001,4G,tigo.internet,59.06,238.72,297.78,62,58.68,30.9,0.29,655.11
CDR-D-2003703,2026-09-01 02:15:46,+25577706701,640028936809129,TZ-MOR-001,4G,tigo.internet,98.85,651.35,750.2,60,16.38,47.8,0.34,1650.44
CDR-D-2003704,2026-09-05 07:07:32,+25565883377,640022398806247,TZ-KIL-002,3G,tigo.internet,17.22,72.92,90.14,69,6.68,109.9,1.67,198.31
CDR-D-2003705,2026-09-07 22:09:27,+25565866151,640021818520766,TZ-DAR-007,4G,tigo.internet,40.28,154.34,194.62,61,39.69,36.1,0.39,428.16
CDR-D-2003706,2026-09-07 19:45:22,+25571585289,640021233415299,TZ-SHI-001,3G,tigo.internet,6.06,26.82,32.88,87,6.79,85.9,0.68,72.34
CDR-D-2003707,2026-09-03 00:04:36,+25577509735,640027406726525,TZ-DAR-002,4G,tigo.internet,139.06,512.95,652.0,18,52.13,41.6,0.13,1434.4
CDR-D-2003708,2026-09-07 09:27:21,+25565927050,640021044833889,TZ-NJO-001,3G,tigo.internet,17.49,53.75,71.24,4,6.83,113.7,2.03,156.73
CDR-D-2003709,2026-09-06 15:31:20,+25577130914,640022832508021,TZ-MBY-001,4G,tigo.internet,126.96,662.0,788.95,85,39.37,35.6,0.11,1735.7
CDR-D-2003710,2026-09-02 20:13:27,+25567161437,640021685583357,TZ-DAR-004,5G,tigo.internet,54.86,298.89,353.75,39,230.66,20.6,0.04,778.25
CDR-D-2003711,2026-09-07 19:50:14,+25571141316,640021184146454,TZ-PWA-001,4G,tigo.internet,153.43,838.09,991.52,30,57.6,41.9,0.22,2181.34
CDR-D-2003712,2026-09-07 16:45:09,+25565144832,640024198865421,TZ-DAR-008,4G,tigo.internet,33.4,183.84,217.23,25,60.15,39.7,0.4,477.91
CDR-D-2003713,2026-09-01 13:11:42,+25577402056,640024697532766,TZ-DAR-010,4G,tigo.internet,136.72,891.17,1027.89,45,38.46,30.8,0.42,2261.37
CDR-D-2003714,2026-09-07 14:30:34,+25571735604,640023392848202,TZ-ARU-001,5G,tigo.corporate,533.72,2445.15,2978.87,78,148.38,21.9,0.12,6553.52
CDR-D-2003715,2026-09-05 08:11:22,+25571862400,640022823212172,TZ-TND-001,3G,tigo.pesa.app,5.47,26.44,31.91,74,2.88,123.1,2.79,0.0
CDR-D-2003716,2026-09-05 01:16:52,+25567924584,640028513372284,TZ-DAR-003,5G,tigo.internet,288.39,1546.81,1835.19,66,126.87,20.8,0.05,4037.42
CDR-D-2003717,2026-09-05 05:37:53,+25565144832,640024198865421,TZ-DAR-008,4G,tigo.internet,104.35,401.88,506.23,31,13.08,34.7,0.1,1113.71
CDR-D-2003718,2026-09-01 09:23:51,+25565985510,640024365005756,TZ-MWA-001,5G,tigo.internet,469.1,2468.25,2937.35,77,78.19,12.1,0.03,6462.16
CDR-D-2003719,2026-09-03 03:53:11,+25565509777,640026117404598,TZ-KIG-001,3G,tigo.pesa.app,9.7,24.37,34.07,17,3.1,100.6,1.77,0.0
CDR-D-2003720,2026-09-04 20:36:10,+25567500567,640022104570218,TZ-DAR-006,4G,tigo.internet,114.98,505.35,620.33,78,12.35,32.7,0.39,1364.74
CDR-D-2003721,2026-09-01 05:05:12,+25571268100,640022581844680,TZ-MAR-001,3G,tigo.pesa.app,6.73,31.93,38.66,81,6.24,116.3,0.75,0.0
CDR-D-2003722,2026-09-04 18:40:26,+25577648830,640021998278217,TZ-ARU-001,5G,tigo.internet,47.77,358.14,405.91,68,279.09,18.7,0.1,893.01
CDR-D-2003723,2026-09-01 22:38:28,+25577801569,640024900179544,TZ-MWA-001,5G,tigo.mms,503.54,3191.37,3694.91,88,67.25,26.0,0.02,8128.8
CDR-D-2003724,2026-09-06 23:25:24,+25565875089,640025595336790,TZ-MWA-002,4G,tigo.corporate,135.04,619.19,754.24,23,54.21,53.7,0.31,1659.32
CDR-D-2003725,2026-09-05 18:50:08,+25567586208,640025431277186,TZ-SHI-001,3G,tigo.corporate,26.76,74.53,101.28,2,5.82,74.5,0.54,222.83
CDR-D-2003726,2026-09-03 17:19:42,+25567877093,640021223567941,TZ-MTW-001,4G,tigo.internet,46.61,226.32,272.92,15,38.48,51.2,0.34,600.43
CDR-D-2003727,2026-09-07 03:44:59,+25567430036,640026859140780,TZ-TAN-003,3G,tigo.internet,2.67,9.07,11.74,57,4.65,74.1,1.89,25.83
CDR-D-2003728,2026-09-04 14:10:34,+25577265969,640027995138043,TZ-MWA-003,4G,tigo.internet,166.62,879.71,1046.33,63,36.39,49.8,0.25,2301.93
CDR-D-2003729,2026-09-07 22:25:24,+25565985752,640025676658689,TZ-KAH-001,4G,tigo.pesa.app,152.81,865.97,1018.79,62,51.03,44.4,0.29,0.0
CDR-D-2003730,2026-09-03 05:49:10,+25571721313,640029311022862,TZ-KIG-001,3G,tigo.internet,1.51,5.4,6.92,16,4.78,103.5,2.76,15.22
CDR-D-2003731,2026-09-07 09:47:46,+25577569945,640024405620755,TZ-KIL-001,4G,tigo.internet,88.71,388.5,477.21,25,13.18,50.3,0.34,1049.85
CDR-D-2003732,2026-09-01 10:11:41,+25577710008,640023233866964,TZ-KAH-001,4G,tigo.internet,163.06,763.46,926.52,57,31.39,50.3,0.15,2038.34
CDR-D-2003733,2026-09-06 04:44:35,+25577604575,640028348547534,TZ-MWA-003,4G,tigo.pesa.app,105.01,374.42,479.43,88,25.03,44.4,0.24,0.0
CDR-D-2003734,2026-09-01 18:26:20,+25577907814,640025517226989,TZ-GEI-001,4G,tigo.internet,92.88,374.96,467.84,28,41.91,28.4,0.4,1029.24
CDR-D-2003735,2026-09-06 00:50:06,+25577217957,640026818005837,TZ-MTW-001,4G,tigo.internet,72.52,256.72,329.24,52,26.86,26.6,0.14,724.33
CDR-D-2003736,2026-09-02 01:31:24,+25577455652,640029065505125,TZ-ARU-001,5G,tigo.corporate,248.4,1465.89,1714.29,26,177.29,17.6,0.13,3771.44
CDR-D-2003737,2026-09-06 07:48:43,+25577403905,640023864261005,TZ-DOM-002,5G,tigo.internet,292.02,1356.68,1648.69,69,124.82,25.2,0.09,3627.13
CDR-D-2003738,2026-09-05 00:59:18,+25565751168,640024980273734,TZ-DAR-002,4G,tigo.pesa.app,154.2,943.79,1097.99,34,26.73,43.2,0.18,0.0
CDR-D-2003739,2026-09-05 08:23:03,+25571156620,640027383213464,TZ-DOM-002,5G,tigo.internet,520.78,2793.37,3314.15,41,72.83,12.3,0.14,7291.14
CDR-D-2003740,2026-09-03 01:06:45,+25565130401,640023901232981,TZ-SNG-001,3G,tigo.pesa.app,14.02,48.08,62.1,30,6.79,69.2,1.16,0.0
CDR-D-2003741,2026-09-05 08:20:28,+25565568383,640027983143830,TZ-TAN-001,4G,tigo.internet,8.48,41.93,50.4,62,24.83,44.6,0.15,110.89
CDR-D-2003742,2026-09-06 11:59:56,+25571552168,640023537521109,TZ-DAR-007,4G,tigo.internet,175.35,767.35,942.7,66,60.54,51.7,0.4,2073.93
CDR-D-2003743,2026-09-06 21:54:19,+25567907788,640027363409651,TZ-SHI-001,3G,tigo.internet,9.66,31.27,40.94,29,7.43,80.3,1.43,90.06
CDR-D-2003744,2026-09-01 15:07:51,+25577749208,640025470521233,TZ-DAR-009,4G,tigo.pesa.app,117.82,775.98,893.79,22,22.86,51.6,0.3,0.0
CDR-D-2003745,2026-09-01 14:44:09,+25565272529,640027529817193,TZ-MWA-003,4G,tigo.pesa.app,177.28,747.99,925.27,33,34.57,32.0,0.29,0.0
CDR-D-2003746,2026-09-04 22:25:04,+25577170304,640025319029553,TZ-GEI-001,4G,tigo.internet,114.36,740.12,854.49,42,40.61,53.1,0.44,1879.87
CDR-D-2003747,2026-09-06 03:55:07,+25571479895,640028100997954,TZ-DOM-001,5G,tigo.internet,283.33,1859.41,2142.74,76,81.31,26.2,0.05,4714.02
CDR-D-2003748,2026-09-07 22:46:35,+25565736237,640027376034192,TZ-TND-001,3G,tigo.pesa.app,1.29,6.23,7.52,81,7.21,138.9,1.25,0.0
CDR-D-2003749,2026-09-05 05:03:08,+25567283514,640025776996939,TZ-SHI-001,3G,tigo.internet,3.98,10.65,14.63,69,3.79,127.9,0.85,32.19
CDR-D-2003750,2026-09-07 03:48:21,+25577398595,640025847023855,TZ-ARU-001,5G,tigo.pesa.app,260.8,1956.98,2217.78,8,105.38,27.3,0.07,0.0
CDR-D-2003751,2026-09-07 17:42:47,+25577148381,640028497100471,TZ-TAN-002,3G,tigo.pesa.app,4.2,10.7,14.91,78,6.13,77.9,1.31,0.0
CDR-D-2003752,2026-09-07 11:10:36,+25577882351,640028152161448,TZ-DOM-001,5G,tigo.corporate,178.74,1435.61,1614.36,48,268.43,14.5,0.09,3551.59
CDR-D-2003753,2026-09-01 08:38:21,+25567293458,640024037119053,TZ-TAN-003,3G,tigo.internet,19.03,59.75,78.77,4,2.88,75.3,2.62,173.3
CDR-D-2003754,2026-09-06 22:09:08,+25567213132,640025376908082,TZ-BUK-001,3G,tigo.pesa.app,13.76,53.57,67.32,46,1.61,100.3,2.61,0.0
CDR-D-2003755,2026-09-02 06:41:54,+25577355570,640025916199809,TZ-PEM-001,3G,tigo.pesa.app,1.7,6.15,7.85,37,5.96,120.2,1.88,0.0
CDR-D-2003756,2026-09-05 11:41:44,+25565424500,640028663811838,TZ-KIL-002,3G,tigo.pesa.app,2.4,8.49,10.9,50,6.0,113.5,1.41,0.0
CDR-D-2003757,2026-09-04 18:30:29,+25565161775,640022397112924,TZ-ARU-001,5G,tigo.internet,101.97,590.48,692.45,20,159.11,12.9,0.1,1523.4
CDR-D-2003758,2026-09-04 04:38:01,+25577896651,640021483240056,TZ-TAR-001,3G,tigo.internet,17.53,61.61,79.14,76,2.35,96.7,2.52,174.1
CDR-D-2003759,2026-09-03 13:43:42,+25577293929,640023720442203,TZ-SON-001,3G,tigo.internet,10.15,38.88,49.03,38,3.76,84.3,1.05,107.88
CDR-D-2003760,2026-09-04 09:59:01,+25577990247,640022320748157,TZ-DAR-010,4G,tigo.pesa.app,46.58,196.48,243.06,64,36.33,33.0,0.39,0.0
CDR-D-2003761,2026-09-01 18:29:03,+25571311807,640025369429238,TZ-DOM-003,4G,tigo.internet,30.2,174.33,204.53,9,17.22,27.8,0.14,449.96
CDR-D-2003762,2026-09-02 17:58:34,+25577644098,640022994012789,TZ-SHI-001,3G,tigo.mms,2.35,8.46,10.81,77,2.47,74.8,2.73,23.78
CDR-D-2003763,2026-09-06 22:52:12,+25571823468,640025905881794,TZ-SON-001,3G,tigo.internet,10.08,35.48,45.56,81,4.22,117.1,0.81,100.23
CDR-D-2003764,2026-09-05 05:18:51,+25567147652,640028793362077,TZ-ZNZ-004,4G,tigo.corporate,225.95,812.33,1038.28,67,41.42,45.0,0.16,2284.22
CDR-D-2003765,2026-09-06 19:07:55,+25577633188,640022554039848,TZ-DAR-013,5G,tigo.internet,79.13,591.1,670.23,58,72.03,26.9,0.09,1474.51
CDR-D-2003766,2026-09-03 03:20:17,+25565226169,640023046572593,TZ-SON-001,3G,tigo.internet,27.99,76.07,104.06,68,5.66,136.3,0.54,228.92
CDR-D-2003767,2026-09-01 19:53:42,+25567494244,640021520825830,TZ-SNG-001,3G,tigo.internet,4.57,19.66,24.23,89,7.14,96.0,1.5,53.3
CDR-D-2003768,2026-09-07 13:06:06,+25577509735,640027406726525,TZ-DAR-002,4G,tigo.internet,175.37,833.26,1008.63,58,52.33,45.6,0.07,2218.98
CDR-D-2003769,2026-09-05 19:00:13,+25567975427,640028481445242,TZ-TAR-001,3G,tigo.corporate,9.79,32.72,42.51,83,1.55,100.5,2.37,93.51
CDR-D-2003770,2026-09-06 16:51:48,+25577429657,640028084809436,TZ-DOM-002,5G,tigo.internet,31.73,210.4,242.13,44,120.84,21.9,0.04,532.69
CDR-D-2003771,2026-09-03 11:42:45,+25577165431,640023033278918,TZ-MBY-002,4G,tigo.internet,51.88,204.77,256.65,7,14.77,48.9,0.27,564.64
CDR-D-2003772,2026-09-01 02:40:24,+25567767254,640026265756641,TZ-ZNZ-002,4G,tigo.internet,53.99,201.08,255.07,27,20.18,26.9,0.33,561.14
CDR-D-2003773,2026-09-06 20:55:40,+25577713513,640023080515301,TZ-DAR-009,4G,tigo.internet,50.6,268.93,319.54,77,51.74,45.7,0.4,702.98
CDR-D-2003774,2026-09-03 18:19:08,+25577217455,640023361117185,TZ-ZNZ-002,4G,tigo.internet,211.04,916.92,1127.96,16,41.33,33.1,0.26,2481.51
CDR-D-2003775,2026-09-04 08:00:37,+25571694822,640023160997637,TZ-BUK-001,3G,tigo.internet,17.78,62.97,80.75,75,6.23,107.2,1.05,177.66
CDR-D-2003776,2026-09-03 14:16:47,+25571504321,640021933998295,TZ-DOM-003,4G,tigo.internet,121.82,520.88,642.7,80,54.03,28.1,0.29,1413.95
CDR-D-2003777,2026-09-07 09:01:41,+25565855797,640026070264390,TZ-KIL-001,4G,tigo.internet,70.09,329.19,399.28,15,55.45,33.2,0.36,878.41
CDR-D-2003778,2026-09-03 16:34:03,+25565894586,640021878587567,TZ-PWA-001,4G,tigo.internet,148.4,698.31,846.71,49,21.71,29.8,0.37,1862.75
CDR-D-2003779,2026-09-07 23:50:52,+25565285973,640023424849408,TZ-TAB-001,3G,tigo.internet,13.18,58.85,72.04,23,7.13,92.2,1.63,158.48
CDR-D-2003780,2026-09-07 13:59:32,+25571194930,640024478233603,TZ-MWA-003,4G,tigo.pesa.app,191.11,698.37,889.48,81,38.1,43.3,0.34,0.0
CDR-D-2003781,2026-09-05 14:09:30,+25565977740,640021264739091,TZ-DAR-015,3G,tigo.internet,14.3,62.78,77.07,88,4.92,134.7,2.2,169.56
CDR-D-2003782,2026-09-06 23:47:20,+25571400748,640023082029167,TZ-TAN-001,4G,tigo.pesa.app,162.83,695.67,858.49,7,49.7,30.1,0.16,0.0
CDR-D-2003783,2026-09-02 16:43:08,+25577188759,640027901388916,TZ-DAR-012,5G,tigo.internet,320.07,1781.19,2101.25,77,116.5,15.2,0.09,4622.76
CDR-D-2003784,2026-09-03 07:38:51,+25571565992,640029112676784,TZ-DAR-008,4G,tigo.internet,15.68,55.6,71.28,5,16.49,49.3,0.05,156.81
CDR-D-2003785,2026-09-01 11:40:03,+25565166175,640024455101626,TZ-DAR-009,4G,tigo.corporate,48.37,194.16,242.53,17,64.11,27.6,0.17,533.56
CDR-D-2003786,2026-09-03 16:37:27,+25565690462,640025073211715,TZ-TAB-001,3G,tigo.internet,7.0,21.39,28.39,76,4.81,124.8,2.55,62.46
CDR-D-2003787,2026-09-03 11:14:23,+25565866151,640021818520766,TZ-DAR-007,4G,tigo.internet,78.68,353.15,431.83,7,32.52,27.0,0.31,950.02
CDR-D-2003788,2026-09-01 18:44:07,+25567172306,640022465576748,TZ-KAH-001,4G,tigo.corporate,71.44,382.22,453.66,59,31.18,53.7,0.17,998.05
CDR-D-2003789,2026-09-06 13:05:59,+25577100519,640026457800493,TZ-PWA-002,4G,tigo.internet,124.65,463.95,588.6,86,63.35,47.7,0.1,1294.91
CDR-D-2003790,2026-09-03 12:31:17,+25567466975,640028394104918,TZ-TAB-001,3G,tigo.internet,5.55,26.83,32.39,89,6.75,135.3,1.93,71.26
CDR-D-2003791,2026-09-04 10:40:32,+25577284076,640025566932954,TZ-IRI-001,4G,tigo.internet,192.31,845.81,1038.12,62,13.27,44.6,0.11,2283.86
CDR-D-2003792,2026-09-07 21:57:20,+25565497875,640029694199134,TZ-ARU-003,4G,tigo.internet,46.56,295.73,342.29,70,13.9,52.9,0.42,753.03
CDR-D-2003793,2026-09-03 16:08:41,+25577310416,640027916193949,TZ-MBY-001,4G,tigo.pesa.app,152.71,923.06,1075.77,48,23.45,41.2,0.1,0.0
CDR-D-2003794,2026-09-06 02:36:56,+25565211957,640021564985269,TZ-TAB-001,3G,tigo.pesa.app,22.6,68.99,91.59,89,3.89,94.4,0.67,0.0
CDR-D-2003795,2026-09-03 00:02:33,+25577409531,640021654602021,TZ-NJO-001,3G,tigo.internet,10.88,45.39,56.27,19,4.95,65.3,1.43,123.8
CDR-D-2003796,2026-09-06 12:51:20,+25567811710,640023456709521,TZ-DAR-003,5G,tigo.internet,104.95,433.63,538.58,65,195.34,18.3,0.05,1184.87
CDR-D-2003797,2026-09-06 09:05:47,+25577850435,640022323586087,TZ-DOM-002,5G,tigo.internet,165.43,1373.24,1538.67,60,137.56,13.7,0.04,3385.07
CDR-D-2003798,2026-09-06 19:41:22,+25577321659,640029831336766,TZ-TAR-001,3G,tigo.internet,8.14,32.04,40.17,42,4.1,78.5,1.93,88.38
CDR-D-2003799,2026-09-01 20:01:57,+25571314915,640027301072967,TZ-DAR-014,3G,tigo.internet,14.07,42.69,56.76,76,6.86,78.4,2.0,124.86
CDR-D-2003800,2026-09-03 05:14:00,+25577147899,640025501335775,TZ-MAR-001,3G,tigo.internet,3.46,10.01,13.47,36,1.66,72.3,1.43,29.64
CDR-D-2003801,2026-09-07 17:12:58,+25565956397,640028641714687,TZ-MWA-003,4G,tigo.internet,25.0,138.51,163.51,89,22.96,31.2,0.2,359.72
CDR-D-2003802,2026-09-04 12:12:23,+25571179802,640022789949373,TZ-DOM-001,5G,tigo.internet,619.76,2648.39,3268.15,60,185.85,21.0,0.13,7189.94
CDR-D-2003803,2026-09-01 15:06:15,+25567530016,640022936755326,TZ-NJO-001,3G,tigo.internet,16.02,47.02,63.04,6,7.42,95.1,2.75,138.69
CDR-D-2003804,2026-09-07 23:56:52,+25577308050,640023624656441,TZ-KIL-003,3G,tigo.internet,7.42,28.53,35.95,50,6.71,80.2,0.91,79.08
CDR-D-2003805,2026-09-05 05:28:09,+25567875702,640024779805199,TZ-PEM-001,3G,tigo.internet,17.35,49.06,66.41,49,6.07,88.7,2.28,146.11
CDR-D-2003806,2026-09-01 16:11:24,+25565115063,640024408903107,TZ-DAR-008,4G,tigo.internet,147.75,825.35,973.09,46,53.09,28.1,0.08,2140.81
CDR-D-2003807,2026-09-02 06:56:39,+25565779068,640023253473926,TZ-DAR-009,4G,tigo.internet,55.0,290.59,345.59,40,64.79,51.8,0.09,760.3
CDR-D-2003808,2026-09-02 10:26:01,+25571272620,640021229657132,TZ-ZNZ-002,4G,tigo.internet,222.07,821.59,1043.66,8,21.27,48.6,0.07,2296.06
CDR-D-2003809,2026-09-01 12:34:24,+25577367124,640021870109340,TZ-MTW-001,4G,tigo.pesa.app,120.29,684.06,804.35,21,37.69,34.4,0.18,0.0
CDR-D-2003810,2026-09-01 17:02:33,+25571194930,640024478233603,TZ-MWA-003,4G,tigo.pesa.app,122.2,531.61,653.81,84,41.66,50.8,0.13,0.0
CDR-D-2003811,2026-09-03 18:18:36,+25571699569,640022642416330,TZ-DAR-013,5G,tigo.internet,486.52,2437.18,2923.71,66,196.64,25.6,0.03,6432.15
CDR-D-2003812,2026-09-02 12:29:35,+25567711177,640027917243133,TZ-TND-001,3G,tigo.internet,11.21,43.37,54.58,22,5.57,134.4,1.78,120.09
CDR-D-2003813,2026-09-04 06:56:22,+25567489759,640027947345952,TZ-MTW-001,4G,tigo.corporate,94.93,512.62,607.55,79,34.98,30.5,0.2,1336.61
CDR-D-2003814,2026-09-04 23:39:53,+25565714825,640025050851541,TZ-TAN-002,3G,tigo.internet,12.75,36.24,48.99,84,2.14,77.1,2.01,107.77
CDR-D-2003815,2026-09-06 16:49:59,+25567291551,640026254560263,TZ-DAR-011,4G,tigo.pesa.app,56.58,289.99,346.57,32,48.04,39.7,0.09,0.0
CDR-D-2003816,2026-09-03 12:17:03,+25567317523,640022155131949,TZ-TND-001,3G,tigo.internet,22.32,81.03,103.35,9,7.5,67.1,1.97,227.36
CDR-D-2003817,2026-09-06 21:41:10,+25567516029,640022654593890,TZ-KIG-001,3G,tigo.pesa.app,1.84,8.18,10.02,18,1.22,113.5,2.05,0.0
CDR-D-2003818,2026-09-03 14:41:56,+25577819678,640024332482152,TZ-DAR-014,3G,tigo.pesa.app,12.61,45.88,58.49,21,2.89,121.6,1.88,0.0
CDR-D-2003819,2026-09-06 13:02:16,+25565730645,640022644360541,TZ-GEI-001,4G,tigo.internet,8.53,34.52,43.05,42,49.43,42.2,0.12,94.71
CDR-D-2003820,2026-09-02 14:45:27,+25571869946,640026947922164,TZ-ZNZ-001,5G,tigo.internet,86.18,491.99,578.16,32,174.6,24.2,0.07,1271.96
CDR-D-2003821,2026-09-03 20:51:42,+25577493214,640026349956494,TZ-PWA-002,4G,tigo.internet,128.74,643.99,772.73,14,41.64,45.7,0.25,1700.0
CDR-D-2003822,2026-09-06 21:35:35,+25571520124,640026607283971,TZ-IRI-001,4G,tigo.internet,55.18,366.13,421.31,88,31.18,29.8,0.34,926.87
CDR-D-2003823,2026-09-05 11:36:01,+25571426558,640027340417431,TZ-ZNZ-001,5G,tigo.internet,469.95,2540.78,3010.73,83,226.66,20.5,0.13,6623.6
CDR-D-2003824,2026-09-01 02:44:40,+25577153457,640027509328939,TZ-TND-001,3G,tigo.corporate,10.51,36.58,47.09,71,3.8,92.4,1.84,103.6
CDR-D-2003825,2026-09-06 16:06:06,+25577479021,640024241716107,TZ-SON-001,3G,tigo.internet,5.65,19.12,24.77,14,1.34,136.1,2.03,54.5
CDR-D-2003826,2026-09-01 13:18:54,+25571900185,640025983503547,TZ-KIG-001,3G,tigo.corporate,3.2,8.25,11.46,82,1.51,122.9,1.62,25.2
CDR-D-2003827,2026-09-01 21:06:47,+25577553515,640027051406106,TZ-IRI-001,4G,tigo.internet,28.32,147.83,176.14,14,20.33,35.9,0.26,387.51
CDR-D-2003828,2026-09-02 05:03:15,+25567346120,640025372837607,TZ-MTW-001,4G,tigo.internet,69.41,444.71,514.12,32,17.63,34.6,0.44,1131.06
CDR-D-2003829,2026-09-06 11:09:28,+25571966713,640025014410308,TZ-MOR-001,4G,tigo.internet,253.17,856.74,1109.91,26,21.25,52.6,0.13,2441.81
CDR-D-2003830,2026-09-07 13:54:18,+25567291551,640026254560263,TZ-DAR-011,4G,tigo.internet,54.82,230.9,285.72,18,44.24,32.8,0.36,628.58
CDR-D-2003831,2026-09-04 00:46:07,+25565481969,640022986365191,TZ-DAR-005,4G,tigo.corporate,251.92,849.11,1101.02,51,64.53,38.3,0.19,2422.25
CDR-D-2003832,2026-09-01 20:43:25,+25577171046,640026808867808,TZ-ZNZ-001,5G,tigo.internet,45.99,222.82,268.81,77,248.35,19.2,0.08,591.38
CDR-D-2003833,2026-09-03 20:37:03,+25565815507,640023131057424,TZ-DAR-009,4G,tigo.internet,99.07,523.02,622.1,64,53.03,31.6,0.05,1368.61
CDR-D-2003834,2026-09-02 00:13:56,+25565187496,640025036616886,TZ-IRI-001,4G,tigo.corporate,59.67,301.36,361.03,14,20.62,40.5,0.1,794.27
CDR-D-2003835,2026-09-02 19:08:32,+25577821211,640028329312966,TZ-ARU-002,4G,tigo.internet,284.03,947.25,1231.28,40,41.55,54.3,0.08,2708.82
CDR-D-2003836,2026-09-02 03:13:38,+25571168941,640026623360831,TZ-ARU-001,5G,tigo.corporate,287.37,1190.76,1478.13,13,113.95,13.4,0.05,3251.89
CDR-D-2003837,2026-09-04 11:24:58,+25577909508,640027652478210,TZ-MWA-002,4G,tigo.internet,96.18,502.79,598.97,80,14.67,44.1,0.18,1317.74
CDR-D-2003838,2026-09-01 06:49:57,+25567327337,640023195155142,TZ-ZNZ-002,4G,tigo.internet,165.99,765.57,931.55,8,15.89,40.3,0.21,2049.42
CDR-D-2003839,2026-09-01 00:27:17,+25571364168,640024621979605,TZ-MAR-001,3G,tigo.pesa.app,3.15,9.93,13.08,74,4.4,81.7,0.97,0.0
CDR-D-2003840,2026-09-01 04:37:17,+25567317523,640022155131949,TZ-TND-001,3G,tigo.corporate,7.94,20.59,28.53,69,4.51,131.9,2.73,62.77
CDR-D-2003841,2026-09-04 23:28:50,+25565265603,640024935462811,TZ-DAR-005,4G,tigo.pesa.app,82.78,393.37,476.15,59,22.37,43.1,0.07,0.0
CDR-D-2003842,2026-09-02 23:09:17,+25571811267,640024686932034,TZ-DAR-012,5G,tigo.corporate,393.96,3076.98,3470.94,11,75.81,17.5,0.06,7636.07
CDR-D-2003843,2026-09-06 02:21:01,+25571620248,640022546720356,TZ-DOM-003,4G,tigo.mms,44.65,253.06,297.7,44,59.74,35.4,0.08,654.94
CDR-D-2003844,2026-09-04 03:54:07,+25567899614,640024968635883,TZ-DAR-010,4G,tigo.pesa.app,127.48,497.43,624.92,54,54.35,50.6,0.1,0.0
CDR-D-2003845,2026-09-01 08:47:25,+25577614034,640027360670711,TZ-MWA-001,5G,tigo.internet,435.63,1842.24,2277.87,42,266.95,23.4,0.03,5011.3
CDR-D-2003846,2026-09-01 07:09:08,+25571804758,640025870268582,TZ-KIL-002,3G,tigo.internet,2.76,9.16,11.92,9,2.26,90.5,1.31,26.22
CDR-D-2003847,2026-09-07 23:28:31,+25565312460,640029422491915,TZ-DAR-011,4G,tigo.pesa.app,192.91,901.67,1094.57,57,23.53,32.0,0.43,0.0
CDR-D-2003848,2026-09-03 00:37:31,+25567675092,640029319042718,TZ-DAR-007,4G,tigo.internet,66.02,259.74,325.76,30,34.37,29.1,0.26,716.67
CDR-D-2003849,2026-09-07 09:38:53,+25565133616,640027886395561,TZ-DAR-015,3G,tigo.internet,1.75,6.17,7.92,80,4.0,72.5,1.02,17.42
CDR-D-2003850,2026-09-04 00:45:15,+25571426558,640027340417431,TZ-ZNZ-001,5G,tigo.corporate,476.85,2400.39,2877.24,54,223.67,14.4,0.02,6329.94
CDR-D-2003851,2026-09-02 00:31:07,+25565286717,640022826411454,TZ-TND-001,3G,tigo.internet,2.65,12.55,15.2,58,6.07,107.9,2.23,33.43
CDR-D-2003852,2026-09-07 05:50:21,+25565499454,640027325684046,TZ-MWA-003,4G,tigo.internet,142.56,756.44,899.0,13,22.36,38.6,0.24,1977.79
CDR-D-2003853,2026-09-04 01:08:57,+25567430036,640026859140780,TZ-TAN-003,3G,tigo.pesa.app,13.36,37.47,50.83,58,5.58,90.0,1.18,0.0
CDR-D-2003854,2026-09-03 15:09:01,+25577816712,640028325529753,TZ-MTW-001,4G,tigo.internet,62.17,319.5,381.67,19,41.87,47.1,0.05,839.67
CDR-D-2003855,2026-09-05 14:16:29,+25571924758,640028652281649,TZ-DAR-007,4G,tigo.internet,57.5,352.47,409.97,2,56.34,37.1,0.44,901.93
CDR-D-2003856,2026-09-06 14:37:19,+25567347565,640023557863130,TZ-DAR-009,4G,tigo.mms,190.46,707.37,897.83,44,42.73,28.5,0.4,1975.22
CDR-D-2003857,2026-09-02 21:06:02,+25577744793,640021067198189,TZ-DAR-004,5G,tigo.internet,221.42,1235.08,1456.5,45,92.06,12.7,0.13,3204.31
CDR-D-2003858,2026-09-03 16:11:34,+25567108286,640028846920528,TZ-MOR-001,4G,tigo.internet,210.21,930.71,1140.91,69,57.28,54.6,0.15,2510.01
CDR-D-2003859,2026-09-03 06:30:39,+25571108454,640028282534126,TZ-MTW-001,4G,tigo.internet,78.43,280.17,358.6,11,47.74,31.7,0.37,788.92
